time,no,review,score,read_volume,label
2022/5/6,1254,"['昨天', '开盘', '没卖', '，', '哭', '晕', '在', '厕所', '[', '滴汗', ']']",0.0,728,1
2022/5/6,1255,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '月线', '空头', '走势', '[', '卖出', ']', '[', '卖出', ']', '[', '卖出', ']']",-3.0,472,1
2022/5/6,1257,"['为啥', '我', '买', '啥', '啥', '就', '跌', '了']",-1.0,469,-1
2022/5/6,1258,"['青岛', '啤酒', 'PE24', '.', '多', '，', '重庆', '啤酒', 'PE', '接近', '40', '，', '为什么', '还', '比', '青岛']",0.0,676,1
2022/5/6,1259,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '如果', '你', '有', '200', '亿', '的', '人民币', '，', '把', '广汇']",0.0,506,1
2022/5/6,1260,"['中信证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '目标价', '160', '元']",0.0,864,1
2022/5/6,1261,"['今年', '9', '月份', '杭州', '亚运会', '不', '举办', '了', '，', '啤酒', '企业', '受影响']",1.0,727,1
2022/5/6,1262,"['上海', '解封', '在', '即', '，', '消费', '板块', '即将', '迎来', '大涨', '，', '重庆', '啤酒', '看到', '16']",2.0,910,1
2022/5/6,1263,"['赔', '，', '也', '要', '出', '，', '被套', '等', '10', '年', '吧']",-1.0,539,1
2022/5/6,1264,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '中信', '一出', 'BBQ', '了', '完', '犊子']",0.0,237,1
2022/5/6,1265,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '30', '分钟', '走势', '看', '目前', '正在', '收口', '，', '在', '这']",0.0,922,1
2022/5/6,1266,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '没有', '无缘无故', '的', '下跌', '，', '谁', '能', '知道', '这']",1.0,593,-1
2022/5/6,1267,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '比', '海康', '跌', '的', '还', '惨', '你', '怎么回事']",-1.0,224,1
2022/5/6,1268,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '2022', '大运会', '在', '成都', '举行', '。']",0.0,498,1
2022/5/6,1269,"['113', '的', '本']",0.0,435,-1
2022/5/6,1270,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '本来', '想', '今天', '做个', 'T', '挣个', '几百', '的', '，', '没']",0.0,460,1
2022/5/6,1271,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '虽说', '跌停', '，', '但', '换手率', '真低']",-1.0,781,-1
2022/5/6,1272,"['还好', '昨天', '卖', '了', '，', '想想', '都', '后怕', '。']",0.0,466,-1
2022/5/6,1273,"['160', '满仓', '还', '能', '回本', '吗', '？', '[', '捂脸', ']', '[', '捂脸', ']', '[', '捂脸', ']']",0.0,494,-1
2022/5/6,1274,"['下跌', '原因', '是', '什么', '？', '哪位', '老师', '点评', '一下']",-1.0,1050,1
2022/5/6,1275,"['愿赌服输', '，', '前面', '那么', '大', '的', '坑', '都', '避过', '了', '！', '没想到', '在', '这货', '上面']",-1.0,218,-1
2022/5/6,1276,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '格局', '？', '格个', '屁']",0.0,537,1
2022/5/6,1277,"['没看', '懂', '，', '一', '季报', '不是', '早就', '公布', '了']",0.0,773,-1
2022/5/6,1279,"['这股', '就', '值个', '三四十', '块钱', '的', '样子', '，', '却', '被', '炒成', '几百块', '！']",0.0,212,1
2022/5/6,1280,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '有种', '不祥', '的', '预感', '，', '它', '又', '要', '跌', '了', '，', '这']",0.0,233,1
2022/5/6,1282,"['重庆', '啤酒', '今犹在', '，', '不见', '当年', '吃', '面人']",-1.0,438,1
2022/5/6,1283,"['你', '好歹', '你', '降到', '100', '以下', '，', '或者', '降到', '50', '你', '对', '吧', '？', '我', '直接', '夸夸']",0.0,421,1
2022/5/6,1285,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '大', '环境', '不好', '，', '赶上', '疫情', '，', '买', '啥', '啥', '跌']",-2.0,226,1
2022/5/6,1287,"['每次', '跌', '都', '是', '3', '根']",-1.0,179,-1
2022/5/6,1288,"['我', '服了']",0.0,193,-1
2022/5/6,1289,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '做', 'T', '，', '减少', '点', '损失', '[', '摊手', ']']",-1.0,235,1
2022/5/6,1290,"['一个', '卖', '啤酒', '的', '股价', '也', '太', '高', '了']",0.0,198,1
2022/5/6,1291,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '开盘', '即', '巅峰', '，', '排名', '全靠', '跌', '[', '滴汗', ']']",0.0,199,1
2022/5/6,1292,"['今', '不', '跌停', '，', '说明', '还要', '继续', '跌', '[', '想', '一下', ']', '[', '想', '一下', ']', '[', '想', '一下', ']']",0.0,181,1
2022/5/6,1293,"['关灯', '吃面', '[', '哭', ']']",0.0,309,1
2022/5/6,1295,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '真的', '垃圾']",-1.0,195,-1
2022/5/6,1296,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '不是', '到', '啤酒', '季节', '了', '吗', '？', '五六月', '会涨']",-1.0,505,1
2022/5/6,1299,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '它', '的', '估值', '太高', '了', '比', '青岛', '还', '牛逼', '青岛']",0.0,209,1
2022/5/6,1300,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$']",0.0,166,1
2022/5/6,1301,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '终于', '消停', '了']",0.0,193,1
2022/5/6,1302,"['做', '短线', '的', '，', '天天', '割肉', '。', ' ', '要么', '就', '做空', '，', '那', '就', '赚', '得', '盆', '满卜满']",-2.0,205,-1
2022/5/6,1303,"['一直', '在', '出货', '，', '卖出', '占', '主流', '。', '一直', '卖出', '。', '做', '短线', '的', '都', '是', '割肉']",-1.0,182,-1
2022/5/6,1304,"['这股', '把', '整个', '饮料', '都', '带', '下来', '了', '，', '立场', '不好', '你', '说', '你', '业绩', '这么', '好']",0.0,195,1
2022/5/6,1305,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '100', '那天', '没买', '，', '接下来', '涨到', '128', '，', '这']",0.0,544,1
2022/5/6,1306,"['爆雷', '了', '，', '，', '资金', '这样', '不要命', '的', '逃']",-1.0,194,-1
2022/5/6,1308,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '老实人', '，', '在', '这', '一天', '又', '一天', '，', '一个', '小']",0.0,199,1
2022/5/6,1309,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '这他', '妈', '还', '掉', '不掉', '了', '？', '一直', '卡', '在', '这里']",0.0,170,1
2022/5/6,1310,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '太漂亮', '了']",0.0,354,1
2022/5/6,1311,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '操低']",0.0,202,1
2022/5/6,1312,"['今天', '发工资', '了', '，', '抄底', '一手']",0.0,434,1
2022/5/6,1313,"['夺命', '务苏哈']",0.0,188,-1
2022/5/6,1315,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '知道', '会', '跌', '，', '不', '知道', '会', '这么', '跌', '，', '你', '收']",0.0,402,1
2022/5/6,1316,"['今天', '咋', '弄', '，', '是', '出', '还是', '抗']",0.0,398,-1
2022/5/6,1317,"['跌停', '吧', '，', '别', '折腾', '啦']",-1.0,178,-1
2022/5/6,1318,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '跌停', '算了']",-1.0,375,-1
2022/5/6,1319,"['服了', '这个', '老', '6', '了']",0.0,156,1
2022/5/6,1320,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '疫情', '下', '饭店', '酒吧', '都', '不能', '营业', '，', '啤酒']",0.0,366,-1
2022/5/6,1321,"['白酒', '暂时', '不能买']",-1.0,148,1
2022/5/6,1322,"['咋整', '啊']",0.0,136,-1
2022/5/6,1323,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '这', '算是', '补跌', '吗', '…', '真是', '狠', '啊']",-1.0,145,1
2022/5/6,1324,"['这股', '为啥', '跌停', '，', '有', '啥', '利空', '吗']",-2.0,150,-1
2022/5/6,1325,"['关灯', '吃面', '不', '喝酒', '，', '饭店', '不开', '酒', '跌停', '。']",1.0,149,-1
2022/5/6,1326,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '挣', '了', '几个', '点', '，', '昨天', '清仓', '了', '。']",-1.0,152,1
2022/5/6,1327,"['要', '跌停', '了', '。', '牛皮']",-1.0,137,-1
2022/5/6,1328,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '如今', '啤酒', '依旧', '在', '，', '不见', '当年', '吃', '面人']",-1.0,373,1
2022/5/6,1329,"['重庆', '啤酒', '犹在', '，', '不见', '当年', '吃', '面人']",-1.0,274,1
2022/5/6,1330,"['重庆', '啤酒', '好喝', '，', '支持', '！', '今天', '补', '了', '五成', '仓', '。', '夏天', '来临', '，', '不信']",4.0,288,1
2022/5/6,1331,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '真', '补跌', '了', '，', '别急', '等', '双底', '。']",-1.0,172,1
2022/5/6,1332,"['夏天', '不', '喝啤酒', '怎么', '行', '？', '烤串', '喝啤酒', '，', '是', '每天', '必备', '，', '虽然', '疫']",0.0,285,1
2022/5/6,1333,"['清仓', '了', '。', '舒服', '。', '给', '折磨', '得', '半死']",-2.0,181,1
2022/5/6,1334,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '2.5', '元', '抄底', '，', '不到', '不买']",0.0,153,1
2022/5/6,1335,"['昨天', '猜到', '要', '跌', '，', '早上', '抄底', '炒早', '了', '。']",-1.0,340,1
2022/5/6,1337,"['白酒', '没有', '泡沫', '，', '可是', '啤酒', '有', '啊', '[', '旺柴', ']']",1.0,159,1
2022/5/6,1338,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '还好', '吧', '兄弟', '们']",0.0,135,1
2022/5/6,1339,"['真要', '到', '89']",0.0,150,-1
2022/5/6,1340,"['短期', '看', '，', '酒水', '也', '是', '一个', '容易', '产生', '波动', '的', '版块', '，', '所以', '为了', '心']",0.0,179,1
2022/5/6,1342,"['跌停', '跌停']",-2.0,144,-1
2022/5/6,1343,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '下跌', '加仓', '，', '上涨', '一点', '就', '卖出', '，', '韭菜']",0.0,287,1
2022/5/6,1344,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '不是', '我', '砸', '的', '，', '啥', '真的', '烂']",0.0,232,1
2022/5/6,1345,['垃圾'],-1.0,247,-1
2022/5/6,1346,"['白酒', '这块', '就是', '长期投资', '，', '可以', '理解', '为', '打', '持久战', '，', '就', '这个', '业']",0.0,195,1
2022/5/6,1347,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '目标价', '700']",0.0,400,1
2022/5/6,1348,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '兄弟', '们', '你们', '快撤', '我要', '加仓', '了', '我', '进场']",0.0,178,1
2022/5/6,1349,"['真的', '真的', '真的', '垃圾']",-1.0,166,-1
2022/5/6,1350,"['抄底', '重啤', '，', '夏天', '喝啤酒']",0.0,283,1
2022/5/6,1351,"['重啤', '五年', '时间', '从', '15', '涨到', '209', '涨', '十几倍', '透支', '严重', '，', '现在', '腰斩']",-3.0,568,1
2022/5/6,1352,"['抄底', '1', '手', ' ', ' ', '有人', '抄底', '了', '么']",0.0,388,-1
2022/5/6,1353,"['割', '在', '地板', '上', '[', '滴汗', ']']",0.0,368,-1
2022/5/6,1354,"['爆雷', '了', '，', '昨天', '才', '加仓', '了']",0.0,335,1
2022/5/6,1355,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '昨天', '4', '手', '成本', '125', '，', '今天', '3', '手', '降到', '123']",0.0,283,1
2022/5/6,1356,"['重庆', '啤酒', '5', '月', '6', '日', '加速', '下跌']",0.0,330,1
2022/5/6,1357,"['今年', '酒水', '感觉', '还可以', '，', '白酒', '板块', '消息', '利好', '，', '既然', '都', '已经', '上']",1.0,197,1
2022/5/6,1358,['了'],0.0,144,-1
2022/5/6,1359,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '100', '快点']",0.0,237,1
2022/5/6,1360,"['跌停', '吧']",-1.0,132,-1
2022/5/6,1361,"['求红', '一片']",0.0,165,-1
2022/5/6,1362,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '跌停', '你', '是', '真', '牛逼']",-1.0,264,-1
2022/5/6,1363,"['白酒', '板块', '通过', '调整', '完成', '了', '业绩', '影响', '的', '消化', '，', '机构', '类', '配置', '的']",4.0,165,1
2022/5/6,1364,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '擦', '[', '惨', '!', '关灯', '吃面', ']']",0.0,143,1
2022/5/6,1365,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '市值', '一百', '左右', '是', '正常']",1.0,133,1
2022/5/6,1367,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '终于', '等', '来', '了', '大盘', '跳水', '，', '就', '等', '着', '122']",-1.0,438,1
2022/5/6,1368,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '三来', '啦', '…', '…', '快', '跑']",0.0,169,1
2022/5/6,1369,"['重庆', '啤酒', '5', '月', '6', '日', '盘中', '跌幅', '达', '5%']",-1.0,259,1
2022/5/6,1370,"['靠', '，', '既然', '跌停', '了']",-1.0,152,-1
2022/5/6,1372,"['什么', '情况', '啊', '？']",0.0,142,-1
2022/5/6,1373,"['逆水行舟', '，', '不进则退', '。']",0.0,156,-1
2022/5/6,1375,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '别的', '股票', '涨', '的', '时候', '你', '不涨', '，', '大盘', '跌']",0.0,147,1
2022/5/6,1376,"['好象', '稳住', '了', '，', '没想到', '又', '是', '大跌']",-2.0,151,-1
2022/5/6,1377,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '我', '承认', '我输', '了', '，', '你', '赢', '了', '，', '筹码', '拿走']",0.0,179,1
2022/5/6,1378,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '可以', '抄', '了', '吗']",0.0,160,1
2022/5/6,1379,"['什么', '时候', '跌停', '？']",-1.0,158,-1
2022/5/6,1380,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '安逸', '，', '关灯', '吃面']",0.0,167,1
2022/5/6,1381,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '今天', '又', '是', '大跌', '的', '一天', '，', '什么', '时候', '才']",-1.0,574,1
2022/5/6,1382,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '今天', '要', '站稳', '130']",0.0,529,1
2022/5/6,1383,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '这是', '打死', '都', '不', '红', '吗', '？']",-1.0,766,1
2022/5/6,1384,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '两个', '跌停', '我', '就', '买', '两手']",-1.0,160,1
2022/5/6,1385,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '这', '是', '要', '跌停', '了', '吧']",-1.0,123,-1
2022/5/6,1386,"['什么', '情况', '就', '跌停', '了']",-1.0,147,-1
2022/5/6,1387,"['[', '惨', '!', '关灯', '吃面', ']', '服了', '你', '个', '老六']",0.0,244,1
2022/5/6,1388,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '跌停', '去', '了']",-1.0,153,-1
2022/5/6,1389,"['有', '本事', '到', '100']",1.0,140,1
2022/5/6,1390,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '强', '转弱', '就', '该', '卖', '，', '没', '及时', '清仓', '损失', '也']",-4.0,158,1
2022/5/6,1391,"['跌停', '跌停', '加油', '我', '好', '补充']",1.0,172,-1
2022/5/6,1392,"['关灯', '吃面']",0.0,137,1
2022/5/6,1393,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '看来', '出', '研报', '必跌', '啊', '。']",-1.0,155,1
2022/5/6,1394,"['天天', '板块', '垫底', '，', '服了']",-1.0,242,-1
2022/5/6,1395,"['我', '上次', '就', '这么', '坑', '的', '，', '连拉', '三天', '大阴', '，', '跌', '了', '十几个', '点', '才', '停', '，']",-1.0,138,-1
2022/5/6,1396,"['跌停', '，', '把', '啤酒', '直接', '带崩']",-1.0,158,-1
2022/5/6,1397,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '误闯', '白虎堂', '，', '胜利', '大', '逃亡', '。']",-4.0,211,1
2022/5/6,1398,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '昨天', '跌', '今天', '还', '跌']",-1.5,158,1
2022/5/6,1399,"['真套', '人', '呀']",0.0,152,-1
2022/5/6,1401,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '没了']",0.0,155,1
2022/5/6,1402,"['重庆', '啤酒', '：', '融资', '净', '偿还', '453.3', '万元', '，', '融资', '余额', '2.33', '亿元', '（', '0']",-1.0,330,1
2022/5/6,1403,"['辽宁', '票', '有鬼']",0.0,285,-1
2022/5/6,1405,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '每天', '要', '不', '低开', '高走', '，', '要', '不', '高开低走']",2.0,450,1
2022/5/5,1406,"['重庆', '啤酒', '有', '什么', '呢', '利空消息', '吗', '？', '别的', '股票', '都', '反弹', '，', '他', '怎么']",1.0,455,1
2022/5/5,1407,"['有', '地雷']",-1.0,298,-1
2022/5/5,1408,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '明天', '又', '跌', '吗']",-1.0,609,-1
2022/5/5,1409,"['要点', '脸', '吗', '？', '就', '你', '一个', '跌', '，', '其他', '的', '啤酒', '都', '在', '长', '，', '多大', '的', '雷', '呀']",-1.0,579,1
2022/5/5,1410,"['深度', '洗盘', '来', '一波']",1.0,400,-1
2022/5/5,1411,"['走', '了', '，', '什么', '垃圾', '，', '行业', '垫底']",-2.0,408,-1
2022/5/5,1412,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '后面', '的', '走势', '鉴于', '马上', '夏季', '来临', '，', '横']",0.0,477,1
2022/5/5,1413,"['这个', '时候', '走', '平台', '胸大肌', '小', '[', '大笑', ']', '[', '大笑', ']', '[', '大笑', ']', '[', '大笑', ']']",0.0,424,1
2022/5/5,1414,"['打死', '不', '喝', '重庆', '啤酒']",-1.0,387,1
2022/5/5,1415,"['野村', '东方', '国际', '证券', '维持', '重庆', '啤酒', '增持', '评级', ' ', '目标价', '179.67']",1.0,385,1
2022/5/5,1417,"['不大', '达卖', '了']",0.0,168,1
2022/5/5,1418,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '夏天', '喝啤酒', '啊']",0.0,204,1
2022/5/5,1419,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '真的', '让', '人', '失望', '割', '了', '走', '了']",0.0,398,1
2022/5/5,1420,"['这', '是', '憋', '大宝', '了', '啊']",0.0,167,-1
2022/5/5,1421,"['盘整', '了', '11', '个', '交易日', '，', '变盘', '在', '即', '，', '向下', '斩仓', '，', '向上', '加仓']",1.0,421,1
2022/5/5,1422,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '走', '了']",0.0,183,1
2022/5/5,1424,"['割肉', '了', '，', '以后', '也', '不', '买', '你', '股票', '，', '也', '不', '买', '你', '酒', '了', '，', '把', '我心', '都', '伤']",-1.0,446,-1
2022/5/5,1425,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '什么', '情况', '，', '总能', '在', '那么', '多好票', '里', '选']",0.0,223,-1
2022/5/5,1426,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '你', '真的', '是', '个', '奇葩']",-1.0,186,-1
2022/5/5,1427,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '弱鸡']",0.0,178,1
2022/5/5,1428,"['散户', '太多', '你们', '走', '了', '就', '涨', '了']",1.0,198,1
2022/5/5,1429,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '连续', '四天', '跑输大盘', '，', '而且', '每天', '高开']",-1.0,256,1
2022/5/5,1430,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '有雷', '么', '，', '怎么', '啤酒', '就', '你', '跌']",-1.0,417,1
2022/5/5,1431,"['关于', '啤酒', '指数']",0.0,280,1
2022/5/5,1432,"['低位', '布局', '的', '好处', '咱', '也', '不多', '说', '了', '，', '现在', '就是', '底部', '企稳', '回暖', '的']",2.0,214,1
2022/5/5,1433,"['酒', 'ETF512690', '底部', '配置', '机会', '明显', '，', '酒类', '行业', '的', '趋势', '长期', '向']",2.0,196,1
2022/5/5,1434,"['这个', '时候', '酒', 'ETF512690', '的', '投资', '价值', '还是', '很', '有', '性价比', '和', '吸引']",2.0,188,1
2022/5/5,1435,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '研报', '一出', '，', '跌跌不休', '，', '哎']",-1.0,438,1
2022/5/5,1437,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '重庆', '现在', '怎么', '都', '垫底', '了']",-1.0,198,1
2022/5/5,1438,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '这货会', '补跌', '吗', '？', '很', '有', '可能', '，', '因为', '食']",-1.0,1617,1
2022/5/5,1441,"['22Q1', '业绩', '点评', '：', '业绩', '符合', '预期', '，', '成本', '压力', '整体']",-1.0,1179,1
2022/5/5,1442,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '其实', '可以', '参照', '其他', '啤酒']",0.0,846,1
2022/5/4,1443,"['西南', '证券', '给予', '重庆', '啤酒', '买入', '评级', ' ', '高端化', '进展']",3.0,678,1
2022/5/4,1445,"['任何', '与', '天地', '作对', '者', ',', '都', '没有', '好下场', ' ', '追高', '的', ' ', '都']",-3.0,1043,-1
2022/5/4,1446,"['五月', '月线', '能到', '啥', '位置', '啊']",0.0,1209,-1
2022/5/4,1447,"['或许', '这', '就是', '不涨', '的', '理由', '，', '散户', '集中营', '…', '…']",0.0,651,1
2022/5/4,1448,"['重庆', '啤酒', '04', '月', '27', '日', '被', '沪', '股通', '减持', '21.33', '万股']",-1.0,389,1
2022/5/4,1449,"['重庆', '啤酒', '本周', '融资', '净', '买入', '2756.85', '万元', '，', '居酿']",0.0,365,1
2022/5/4,1450,"['重庆', '啤酒', '本周', '沪', '股通', '持股', '市值', '减少', '1.17', '亿元', '，']",-1.0,335,1
2022/5/3,1451,"['重庆', '啤酒', '的', '公司', '高管', '薪酬']",0.0,321,1
2022/5/3,1452,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '港股', '啤酒', '可是', '逆势上涨']",0.0,1154,1
2022/5/3,1453,"['巴菲特', '指标', '选出', '硬核', '白马', '。', '衡量', '上市公司', '盈利']",1.0,547,1
2022/5/2,1454,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '我', '想', '问', '一下', '重庆', '啤酒', '有']",0.0,950,1
2022/5/2,1455,"['拿', '了', '第七天', '了', '，', '127.7', '的', '本', '，', '早上', '还', '赚', '的', '200', '，']",0.0,1202,1
2022/5/2,1456,"['重庆', 'B', '酒', '的', '肝药', '疫苗', '研制成功', '了', '！', '意味着', '什么']",0.0,1456,1
2022/5/2,1457,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '全', '市场', '200', '多家', '绿中', '的']",0.0,370,1
2022/5/2,1458,"['公司', '信息', '更新', '报告', '：', '业绩', '略', '超预期', '，', '乌苏', '势头']",0.5,1929,1
2022/5/1,1459,"['重庆', '啤酒', '2022', '一', '季报', '点评', '报告', '：', '疫情', '影响', '有限']",0.0,2482,1
2022/5/1,1461,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '我', '发现', '你们', '这些', '人', '可有']",1.0,550,1
2022/5/1,1462,"['太鸡', '贼', '了', '，', '尾盘', '拉升', '，', 'T', '都', '没', '做', '成功', '[', '哭', ']', '[', '哭', ']', '[']",0.0,518,1
2022/4/30,1463,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '操纵', '股价', '。', '鉴定', '完毕', '。']",4.0,318,1
2022/4/30,1464,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '能', '不能不要', '发研报', '了', '？']",0.0,676,1
2022/4/30,1465,"['下周', 'MACD', '周线', '金叉', '了', '，', '就', '看量', '能', '配合', '不', '配合']",0.0,718,1
2022/4/30,1466,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', 'YYDS']",0.0,280,1
2022/4/30,1468,"['广发', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '目标价', '141.8']",0.0,446,1
2022/4/30,1469,"['华泰', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '目标价', '150', '元']",0.0,393,1
2022/4/30,1470,"['浙商', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '预计', '2022', '年']",0.0,343,1
2022/4/30,1471,"['重庆', '啤酒', '获', '浙商', '证券', '买入', '评级', ' ', '近期', '获', '27', '份券']",0.0,391,1
2022/4/30,1472,"['平安', '证券', '维持', '重庆', '啤酒', '推荐', '评级', ' ', '预计', '2022', '年']",0.0,289,1
2022/4/30,1473,"['平安', '证券', '给予', '重庆', '啤酒', '推荐', '评级', '：', 'Q1', '业绩', '符合']",0.0,323,1
2022/4/30,1474,"['Q1', '业绩', '符合', '预期', '，', '持续', '高端化', '战略', '取得成效']",0.0,992,1
2022/4/30,1476,"['开源', '证券', '给予', '重庆', '啤酒', '买入', '评级']",0.0,273,1
2022/4/30,1477,"['开源', '证券', '维持', '重庆', '啤酒', '买入', '(', 'Buy', ')', '评级', ' ', '预计', '20']",0.0,266,1
2022/4/29,1479,"['垃圾', '玩意']",-1.0,337,-1
2022/4/29,1480,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '周一', '的', '卖点', '在', '130', '附近']",0.0,1088,1
2022/4/29,1481,"['高端化', '逻辑', '兑现', '，', '短期', '成本', '受', '运费', '扰动']",0.0,1077,1
2022/4/29,1484,"['华创', '证券', '维持', '重庆', '啤酒', '强推', '评级', ' ', '目标价', '146', '元']",0.0,292,1
2022/4/29,1485,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '都', '洗出去', '了', '吧', '下午', '启动']",0.0,462,1
2022/4/29,1486,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '嘉士伯', '公司', '的', '啤酒', '，', '支']",0.0,840,-1
2022/4/29,1487,"['国金', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '预计', '2022', '年']",0.0,262,1
2022/4/29,1488,"['今天', '还', '绿', '可不', '容易', '[', '滴汗', ']']",0.5,258,1
2022/4/29,1489,"['华西', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '预计', '2022', '年']",0.0,244,1
2022/4/29,1492,"['中泰', '证券', '维持', '重庆', '啤酒', '买入', '评级', ' ', '预计', '2022', '年']",0.0,212,1
2022/4/29,1493,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '打死', '我', '都', '没想到', '你', '今天']",-2.0,518,1
2022/4/29,1494,"['中泰', '证券', '给予', '重庆', '啤酒', '买入', '评级', ' ', '销量', '保持', '强']",0.0,261,1
2022/4/29,1495,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '今天', '你', '是', '重庆', '板块', '最靓']",0.0,427,-1
2022/4/29,1496,"['$', '重庆', '啤酒', '(', 'SH600132', ')', '$', '我', '他', '妈', '容易', '吗', '，', '今天', '差']",0.0,427,-1
